lat_and_long,type,time,vh,vv
"(10.3101001821917, 105.50918235099826)",,2021-08-18,0.008433883595797751,0.022176350673867598
"(10.3101001821917, 105.50918235099826)",,2021-08-19,0.004138196456349558,0.01977353770699766
"(10.3101001821917, 105.50918235099826)",,2021-08-24,0.0046034412225708365,0.01067320748956667
"(10.3101001821917, 105.50918235099826)",,2021-08-30,0.007515924879246288,0.010690761807685098
"(10.3101001821917, 105.50918235099826)",,2021-09-05,0.004517196496534679,0.01697715051058266
"(10.3101001821917, 105.50918235099826)",,2021-09-11,0.00432511879545119,0.021342927383051977
"(10.3101001821917, 105.50918235099826)",,2021-09-12,0.004114947618088788,0.01622665419967638
"(10.3101001821917, 105.50918235099826)",,2021-09-17,0.0032271321397274733,0.009999063590334522
"(10.3101001821917, 105.50918235099826)",,2021-09-23,0.004605601722788479,0.014386205106145807
"(10.3101001821917, 105.50918235099826)",,2021-09-24,0.002901030510353545,0.013543999339971278
"(10.3101001821917, 105.50918235099826)",,2021-09-29,0.005879737540251679,0.009525595595025353
"(10.3101001821917, 105.50918235099826)",,2021-10-05,0.003049661004398432,0.007810647081997659
"(10.3101001821917, 105.50918235099826)",,2021-10-06,0.0037962139532383946,0.00988464155751798
"(10.3101001821917, 105.50918235099826)",,2021-10-11,0.005959011122791303,0.020728896061579388
"(10.3101001821917, 105.50918235099826)",,2021-10-17,0.005604368738002247,0.010973476080430878
"(10.3101001821917, 105.50918235099826)",,2021-10-18,0.0043319891879542004,0.012199106057071023
"(10.3101001821917, 105.50918235099826)",,2021-10-23,0.006112216428543131,0.013781520434551768
"(10.3101001821917, 105.50918235099826)",,2021-10-29,0.0029433389039089284,0.011746391033132872
"(10.3101001821917, 105.50918235099826)",,2021-10-30,0.006587892460326354,0.028576921257707808
"(10.3101001821917, 105.50918235099826)",,2021-11-04,0.0038610910738093984,0.007775458041578531
"(10.3101001821917, 105.50918235099826)",,2021-11-10,0.0038111366383317444,0.01770802287177907
"(10.3101001821917, 105.50918235099826)",,2021-11-11,0.0039379226768182386,0.010366636949280897
"(10.3101001821917, 105.50918235099826)",,2021-11-16,0.00401183162143247,0.013356670840746827
"(10.3101001821917, 105.50918235099826)",,2021-11-22,0.004326333654009634,0.010336502713875638
"(10.3101001821917, 105.50918235099826)",,2021-11-23,0.005280818117575513,0.013450647988874052
"(10.3101001821917, 105.50918235099826)",,2021-11-28,0.09906077591909303,1.9398096998532612
"(10.3101001821917, 105.50918235099826)",,2021-12-04,0.006726472664417492,0.02626744264529811
"(10.3101001821917, 105.50918235099826)",,2021-12-05,0.0039531988376337625,0.016788783276246652
"(10.3101001821917, 105.50918235099826)",,2021-12-10,0.0037567916377964946,0.00883893159011172
"(10.3101001821917, 105.50918235099826)",,2021-12-16,0.003865582040614552,0.030071379409896
"(10.3101001821917, 105.50918235099826)",,2021-12-17,0.00303885727448182,0.008678251101324955
"(10.3101001821917, 105.50918235099826)",,2021-12-22,0.006545963774745663,0.0100048688861231
"(10.3101001821917, 105.50918235099826)",,2021-12-28,0.005017979975996746,0.01289031675292386
"(10.3101001821917, 105.50918235099826)",,2021-12-29,0.004494841831425826,0.016303355288174417
"(10.3101001821917, 105.50918235099826)",,2022-01-09,0.007182162824190325,0.010976311698969867
"(10.3101001821917, 105.50918235099826)",,2022-01-10,0.004390506177312798,0.01390350071920289
"(10.3101001821917, 105.50918235099826)",,2022-01-21,0.00540956889744848,0.0146070947456691
"(10.3101001821917, 105.50918235099826)",,2022-01-22,0.0020942283768413793,0.011754447128623724
"(10.3101001821917, 105.50918235099826)",,2022-02-02,0.003292832885765367,0.007674206151730484
"(10.3101001821917, 105.50918235099826)",,2022-02-03,0.0033133955827603736,0.01576098261608018
"(10.3101001821917, 105.50918235099826)",,2022-02-14,0.003993405831149883,0.014616946172383096
"(10.3101001821917, 105.50918235099826)",,2022-02-15,0.003231826186594036,0.04055530205368996
"(10.3101001821917, 105.50918235099826)",,2022-02-26,0.003876137857635816,0.031911243374149
"(10.3101001821917, 105.50918235099826)",,2022-03-10,0.005053024764897095,0.015187375143998198
"(10.3101001821917, 105.50918235099826)",,2022-03-11,0.0032292737677279445,0.011480337060574029
"(10.3101001821917, 105.50918235099826)",,2022-03-22,0.004621088944582475,0.009905941060019864
"(10.3101001821917, 105.50918235099826)",,2022-03-23,0.007033987643404139,0.014394700734151734
"(10.3101001821917, 105.50918235099826)",,2022-04-03,0.005058788746181462,0.01529559161927965
"(10.3101001821917, 105.50918235099826)",,2022-04-04,0.003031534349752797,0.02477646919174327
"(10.3101001821917, 105.50918235099826)",,2022-04-15,0.004667289710293214,0.013729398656222556
"(10.3101001821917, 105.50918235099826)",,2022-04-16,0.005632856705536445,0.010967882039646307
"(10.3101001821917, 105.50918235099826)",,2022-04-27,0.004101973156341248,0.00998934560144941
"(10.3101001821917, 105.50918235099826)",,2022-04-28,0.0031931635716723073,0.024639052856299613
"(10.3101001821917, 105.50918235099826)",,2022-05-09,0.005408296387435662,0.006988801786469089
"(10.3101001821917, 105.50918235099826)",,2022-05-10,0.0060211546822554534,0.01602870153470172
"(10.3101001821917, 105.50918235099826)",,2022-05-21,0.0039055485071407426,0.0068236348322696155
"(10.3101001821917, 105.50918235099826)",,2022-05-22,0.0042511924920189716,0.015918319630954
"(10.3101001821917, 105.50918235099826)",,2022-06-02,0.004241178122659524,0.012868708103067346
"(10.3101001821917, 105.50918235099826)",,2022-06-03,0.004088521469384432,0.014889888258443939
"(10.3101001821917, 105.50918235099826)",,2022-06-14,0.007827683300193813,0.017131873975611396
"(10.3101001821917, 105.50918235099826)",,2022-06-15,0.005426738359447982,0.016946485886971157
"(10.3101001821917, 105.50918235099826)",,2022-06-26,0.004951551013315718,0.013254054304626253
"(10.3101001821917, 105.50918235099826)",,2022-06-27,0.012903341920011573,0.046755743937359914
"(10.3101001821917, 105.50918235099826)",,2022-07-08,0.0036162028554826975,0.01438145163572497
"(10.3101001821917, 105.50918235099826)",,2022-07-09,0.0031830622400674555,0.02030873733262221
"(10.3101001821917, 105.50918235099826)",,2022-07-21,0.0036786359786573383,0.008866630701555146
"(10.3101001821917, 105.50918235099826)",,2022-08-01,0.007528377438171042,0.014456851356145408
"(10.3101001821917, 105.50918235099826)",,2022-08-02,0.005167277840276559,0.012742582449896468
"(10.3101001821917, 105.50918235099826)",,2022-08-14,0.004028424724108643,0.023432489794989426
"(10.3101001821917, 105.50918235099826)",,2022-08-25,0.02918356243107054,0.16436193231493235
"(10.3101001821917, 105.50918235099826)",,2022-08-26,0.006006474684303005,0.014459533927341303
"(10.3101001821917, 105.50918235099826)",,2022-09-06,0.008287967234436009,0.013350122142583132
"(10.3101001821917, 105.50918235099826)",,2022-09-07,0.006236096481896109,0.014091196780403456
"(10.3101001821917, 105.50918235099826)",,2022-09-18,0.006045923309607638,0.01645680723918809
"(10.3101001821917, 105.50918235099826)",,2022-09-19,0.004565245057973597,0.020269480533897877
"(10.3101001821917, 105.50918235099826)",,2022-09-30,0.005256336027135451,0.010992528146339787
"(10.3101001821917, 105.50918235099826)",,2022-10-01,0.0036021668412205246,0.010253898954639832
"(10.3101001821917, 105.50918235099826)",,2022-10-12,0.006048335952477323,0.009853726356393762
"(10.3101001821917, 105.50918235099826)",,2022-10-13,0.003918168109117283,0.01125452962393562
"(10.3101001821917, 105.50918235099826)",,2022-10-24,0.0031410504727520877,0.011906368916647302
"(10.3101001821917, 105.50918235099826)",,2022-10-25,0.003703227602980203,0.006900134444650676
"(10.3101001821917, 105.50918235099826)",,2022-11-05,0.0069157841304938,0.014038837307857143
"(10.3101001821917, 105.50918235099826)",,2022-11-06,0.003802067858891355,0.008066071507831415
"(10.3101001821917, 105.50918235099826)",,2022-11-17,0.0048412721500628525,0.009606231573141284
"(10.3101001821917, 105.50918235099826)",,2022-11-18,0.006135729322623875,0.015266582680245241
"(10.3101001821917, 105.50918235099826)",,2022-11-29,0.005847018212080002,0.009551725971202055
"(10.3101001821917, 105.50918235099826)",,2022-11-30,0.005030712837146388,0.01909026089641783
"(10.3101001821917, 105.50918235099826)",,2022-12-11,0.004846445129563411,0.02432075422257185
"(10.3101001821917, 105.50918235099826)",,2022-12-12,0.004767069825902581,0.016827922003964584
"(10.3101001821917, 105.50918235099826)",,2022-12-23,0.0053290274356388384,0.010415993010004362
"(10.3101001821917, 105.50918235099826)",,2022-12-24,0.004845554319520791,0.016296158337758646
"(10.505236887413638, 104.97146626247044)",,2021-01-02,0.02183688214669625,0.06146236426300473
"(10.505236887413638, 104.97146626247044)",,2021-01-03,0.09121229623754819,0.29513504770067
"(10.505236887413638, 104.97146626247044)",,2021-01-08,0.01664381308688058,0.07690508994791243
"(10.505236887413638, 104.97146626247044)",,2021-01-14,0.01834941293216414,0.061653287460406624
"(10.505236887413638, 104.97146626247044)",,2021-01-15,0.049532989867859416,0.380745745367474
"(10.505236887413638, 104.97146626247044)",,2021-01-20,0.02172795496881008,0.08351784530613157
"(10.505236887413638, 104.97146626247044)",,2021-01-26,0.025928870774805546,0.1057441093855434
"(10.505236887413638, 104.97146626247044)",,2021-01-27,0.13870960970719656,0.452750348382526
"(10.505236887413638, 104.97146626247044)",,2021-02-01,0.02408160962578323,0.09040551363594002
"(10.505236887413638, 104.97146626247044)",,2021-02-07,0.026432548339168232,0.09376808462871446
"(10.505236887413638, 104.97146626247044)",,2021-02-08,0.04639527450005213,0.18923702339331308
"(10.505236887413638, 104.97146626247044)",,2021-02-13,0.022562567041152053,0.0784074535800351
"(10.505236887413638, 104.97146626247044)",,2021-02-19,0.027633438197275,0.08949483475751346
"(10.505236887413638, 104.97146626247044)",,2021-02-20,0.1509760262237655,0.46705154577891034
"(10.505236887413638, 104.97146626247044)",,2021-02-25,0.026888269931077957,0.07400072241822879
"(10.505236887413638, 104.97146626247044)",,2021-03-03,0.027965661966138415,0.1384025729364819
"(10.505236887413638, 104.97146626247044)",,2021-03-04,0.07710394428835975,0.6383932199743059
"(10.505236887413638, 104.97146626247044)",,2021-03-09,0.045461778011586934,0.059009925772746406
"(10.505236887413638, 104.97146626247044)",,2021-03-15,0.0339201796385977,0.10146163983477487
"(10.505236887413638, 104.97146626247044)",,2021-03-16,0.09200991483198272,0.31927455133861965
"(10.505236887413638, 104.97146626247044)",,2021-03-21,0.019118296603361767,0.07225283235311508
"(10.505236887413638, 104.97146626247044)",,2021-03-27,0.0224689861966504,0.07795809747444259
"(10.505236887413638, 104.97146626247044)",,2021-03-28,0.08830857939190334,0.22321625136666828
"(10.505236887413638, 104.97146626247044)",,2021-04-02,0.018393913594384987,0.06835724703139728
"(10.505236887413638, 104.97146626247044)",,2021-04-08,0.027440570915738743,0.07649921605156527
"(10.505236887413638, 104.97146626247044)",,2021-04-09,0.06343439883655971,0.2500288751390245
"(10.505236887413638, 104.97146626247044)",,2021-04-14,0.026697815913293097,0.07974085046185388
"(10.505236887413638, 104.97146626247044)",,2021-04-20,0.03321463211129109,0.09481896894673507
"(10.505236887413638, 104.97146626247044)",,2021-04-21,0.10846783800257577,0.3134870512617959
"(10.505236887413638, 104.97146626247044)",,2021-04-26,0.011703750429054102,0.07307230215519667
"(10.505236887413638, 104.97146626247044)",,2021-05-02,0.015546776354312897,0.09511470629109277
"(10.505236887413638, 104.97146626247044)",,2021-05-03,0.07903076315091716,0.3912289109494951
"(10.505236887413638, 104.97146626247044)",,2021-05-08,0.02725490482730998,0.1562972404062748
"(10.505236887413638, 104.97146626247044)",,2021-05-14,0.014564625401463773,0.14878089022305277
"(10.505236887413638, 104.97146626247044)",,2021-05-15,0.06328341282076305,0.5097131166193221
"(10.505236887413638, 104.97146626247044)",,2021-05-20,0.02912337053567171,0.1158391082038482
"(10.505236887413638, 104.97146626247044)",,2021-05-26,0.02123251733266645,0.09306222904059622
"(10.505236887413638, 104.97146626247044)",,2021-05-27,0.04733485480149587,0.41017593608962166
"(10.505236887413638, 104.97146626247044)",,2021-06-01,0.00964613419233097,0.054864132983816996
"(10.505236887413638, 104.97146626247044)",,2021-06-07,0.017050395409266155,0.09660212033324772
"(10.505236887413638, 104.97146626247044)",,2021-06-08,0.05246094490091006,0.700766427649392
"(10.505236887413638, 104.97146626247044)",,2021-06-13,0.01473032020860248,0.09023770710660352
"(10.505236887413638, 104.97146626247044)",,2021-06-19,0.03706172605355581,0.09678936811784904
"(10.505236887413638, 104.97146626247044)",,2021-06-20,0.12074890318844053,0.4672418038050334
"(10.505236887413638, 104.97146626247044)",,2021-06-25,0.019080357626080513,0.1128890650967757
"(10.505236887413638, 104.97146626247044)",,2021-07-01,0.019113522436883714,0.07348980920182334
"(10.505236887413638, 104.97146626247044)",,2021-07-02,0.05343987006280157,0.45705412328243256
"(10.505236887413638, 104.97146626247044)",,2021-07-07,0.013429554851932658,0.06489419026507272
"(10.505236887413638, 104.97146626247044)",,2021-07-13,0.017851810281475384,0.06274821940395567
"(10.505236887413638, 104.97146626247044)",,2021-07-14,0.10760543164279726,0.3547494130002128
"(10.505236887413638, 104.97146626247044)",,2021-07-19,0.028880522069003847,0.07374223363068369
"(10.505236887413638, 104.97146626247044)",,2021-07-25,0.02815883347971572,0.10752410483029154
"(10.505236887413638, 104.97146626247044)",,2021-07-26,0.06531600736909443,0.5747150745656755
"(10.505236887413638, 104.97146626247044)",,2021-07-31,0.020909767442693312,0.07830966512362163
"(10.505236887413638, 104.97146626247044)",,2021-08-06,0.020958486427035596,0.06572101265192032
"(10.505236887413638, 104.97146626247044)",,2021-08-07,0.07882669857806629,0.293055448267195
"(10.505236887413638, 104.97146626247044)",,2021-08-12,0.025187211007707648,0.052063821711473994
"(10.505236887413638, 104.97146626247044)",,2021-08-18,0.01748469937592745,0.10252151638269424
"(10.505236887413638, 104.97146626247044)",,2021-08-19,0.08756293521987067,0.3017490224705802
"(10.505236887413638, 104.97146626247044)",,2021-08-24,0.017975090330259666,0.0656890616648727
"(10.505236887413638, 104.97146626247044)",,2021-08-30,0.017892164695594046,0.0735801752242777
"(10.505236887413638, 104.97146626247044)",,2021-09-05,0.026740109754933253,0.06342118771539794
"(10.505236887413638, 104.97146626247044)",,2021-09-11,0.018612920203142695,0.10155314000116454
"(10.505236887413638, 104.97146626247044)",,2021-09-12,0.05602767691016197,0.3234996232721541
"(10.505236887413638, 104.97146626247044)",,2021-09-17,0.013082586228847504,0.06072695097989506
"(10.505236887413638, 104.97146626247044)",,2021-09-23,0.021447354927659035,0.09734201845195559
"(10.505236887413638, 104.97146626247044)",,2021-09-24,0.07042612507939339,0.26307128700945115
"(10.505236887413638, 104.97146626247044)",,2021-09-29,0.020005383839209873,0.12690245277351803
"(10.505236887413638, 104.97146626247044)",,2021-10-05,0.027009011453224555,0.09485673531889915
"(10.505236887413638, 104.97146626247044)",,2021-10-06,0.06848032482796246,0.3660079770618015
"(10.505236887413638, 104.97146626247044)",,2021-10-11,0.020001188334491517,0.12836062701212037
"(10.505236887413638, 104.97146626247044)",,2021-10-17,0.025428000423643324,0.07370346536238988
"(10.505236887413638, 104.97146626247044)",,2021-10-18,0.053753864434030324,0.2923571119705836
"(10.505236887413638, 104.97146626247044)",,2021-10-23,0.017704597260389063,0.0482563775860601
"(10.505236887413638, 104.97146626247044)",,2021-10-29,0.02963377633649442,0.09269769406980938
"(10.505236887413638, 104.97146626247044)",,2021-10-30,0.056620065950685076,0.3481819149520662
"(10.505236887413638, 104.97146626247044)",,2021-11-04,0.019282920389539666,0.09052477777004242
"(10.505236887413638, 104.97146626247044)",,2021-11-10,0.020134112901157804,0.11672997826503383
"(10.505236887413638, 104.97146626247044)",,2021-11-11,0.12289991312556797,0.6510983970430162
"(10.505236887413638, 104.97146626247044)",,2021-11-16,0.0398621955472562,0.09187604611118634
"(10.505236887413638, 104.97146626247044)",,2021-11-22,0.021554159931838512,0.07425644579860899
"(10.505236887413638, 104.97146626247044)",,2021-11-23,0.05531837149626679,0.5677150719695621
"(10.505236887413638, 104.97146626247044)",,2021-11-28,0.020429297402087186,0.07230887727604972
"(10.505236887413638, 104.97146626247044)",,2021-12-04,0.02164094067282147,0.07140868736637963
"(10.505236887413638, 104.97146626247044)",,2021-12-05,0.06418221236930953,0.4782696035173204
"(10.505236887413638, 104.97146626247044)",,2021-12-10,0.02408231132560306,0.056569882151153356
"(10.505236887413638, 104.97146626247044)",,2021-12-16,0.02242043800652027,0.08426143146223491
"(10.505236887413638, 104.97146626247044)",,2021-12-17,0.08396989189916187,0.8522602783309089
"(10.505236887413638, 104.97146626247044)",,2021-12-22,0.01989824366238382,0.07753566549056107
"(10.505236887413638, 104.97146626247044)",,2021-12-28,0.021259554972251255,0.06585676140255398
"(10.505236887413638, 104.97146626247044)",,2021-12-29,0.06626101417673959,0.5052753455109067
"(10.505236887413638, 104.97146626247044)",,2022-01-09,0.021318967868056562,0.10395197653108174
"(10.505236887413638, 104.97146626247044)",,2022-01-10,0.09306387147969669,0.26766493750943077
"(10.505236887413638, 104.97146626247044)",,2022-01-21,0.025784206473165087,0.0726512802971734
"(10.505236887413638, 104.97146626247044)",,2022-01-22,0.04920178258584605,0.537743533651034
"(10.505236887413638, 104.97146626247044)",,2022-02-02,0.04025003955596023,0.058865062478515834
"(10.505236887413638, 104.97146626247044)",,2022-02-03,0.07728745208846198,0.4828525020016564
"(10.505236887413638, 104.97146626247044)",,2022-02-14,0.021324777147836156,0.09389291165603532
"(10.505236887413638, 104.97146626247044)",,2022-02-15,0.07036532792780134,0.37057281533877057
"(10.505236887413638, 104.97146626247044)",,2022-02-26,0.025012771288553875,0.08385937329795626
"(10.505236887413638, 104.97146626247044)",,2022-03-10,0.025670370397468407,0.08515548292133543
"(10.505236887413638, 104.97146626247044)",,2022-03-11,0.06897350897391637,0.31016119652324253
"(10.505236887413638, 104.97146626247044)",,2022-03-22,0.037960304154290095,0.09394158961044417
"(10.505236887413638, 104.97146626247044)",,2022-03-23,0.07899027690291405,0.35240830812189317
"(10.505236887413638, 104.97146626247044)",,2022-04-03,0.021074651326570246,0.0641500200662348
"(10.505236887413638, 104.97146626247044)",,2022-04-04,0.1340477301014794,0.3578476376003689
"(10.505236887413638, 104.97146626247044)",,2022-04-15,0.033177733421325684,0.12958389106723997
"(10.505236887413638, 104.97146626247044)",,2022-04-16,0.05984397977590561,0.2986389448245366
"(10.505236887413638, 104.97146626247044)",,2022-04-27,0.02183880325820711,0.07244164393179947
"(10.505236887413638, 104.97146626247044)",,2022-04-28,0.09033830049965116,0.6834513876173232
"(10.505236887413638, 104.97146626247044)",,2022-05-09,0.014917858255406221,0.06688542084561454
"(10.505236887413638, 104.97146626247044)",,2022-05-10,0.07974145975377825,0.35488495892948574
"(10.505236887413638, 104.97146626247044)",,2022-05-21,0.021881345038612682,0.08343788526124424
"(10.505236887413638, 104.97146626247044)",,2022-05-22,0.04850348374909825,0.3413231604629093
"(10.505236887413638, 104.97146626247044)",,2022-06-02,0.023764999790324107,0.07987310075097614
"(10.505236887413638, 104.97146626247044)",,2022-06-03,0.12943775124020046,0.7991724908351898
"(10.505236887413638, 104.97146626247044)",,2022-06-14,0.03216748612208499,0.11738731546534432
"(10.505236887413638, 104.97146626247044)",,2022-06-15,0.07759093658791648,0.5284239417976804
"(10.505236887413638, 104.97146626247044)",,2022-06-26,0.022950368519458506,0.06522696216901143
"(10.505236887413638, 104.97146626247044)",,2022-06-27,0.0767513405945566,0.6471129092905257
"(10.505236887413638, 104.97146626247044)",,2022-07-08,0.018339415184325643,0.0936973314318392
"(10.505236887413638, 104.97146626247044)",,2022-07-09,0.05493001867499617,0.30307213465372723
"(10.505236887413638, 104.97146626247044)",,2022-07-21,0.07694729955659972,0.30278858376873863
"(10.505236887413638, 104.97146626247044)",,2022-08-01,0.01968546635988686,0.13944661493102709
"(10.505236887413638, 104.97146626247044)",,2022-08-02,0.06485722793473138,0.3080480098724365
"(10.505236887413638, 104.97146626247044)",,2022-08-14,0.13946545869112015,0.2651951313018799
"(10.505236887413638, 104.97146626247044)",,2022-08-25,0.02423782315519121,0.06558002821273273
"(10.505236887413638, 104.97146626247044)",,2022-08-26,0.047849110431141324,0.4721764988369412
"(10.505236887413638, 104.97146626247044)",,2022-09-06,0.021911688355935946,0.07562385830614302
"(10.505236887413638, 104.97146626247044)",,2022-09-07,0.10562960886292988,0.49483010835117763
"(10.505236887413638, 104.97146626247044)",,2022-09-18,0.017861854181521468,0.049067060152689614
"(10.505236887413638, 104.97146626247044)",,2022-09-19,0.12369572536812888,0.5129615068435669
"(10.505236887413638, 104.97146626247044)",,2022-09-30,0.02354133625825246,0.09433919356928931
"(10.505236887413638, 104.97146626247044)",,2022-10-01,0.06004869730936156,0.4714962972535027
"(10.505236887413638, 104.97146626247044)",,2022-10-12,0.0221416683246692,0.07789602917101648
"(10.505236887413638, 104.97146626247044)",,2022-10-13,0.06613694835040304,0.5724787778324552
"(10.505236887413638, 104.97146626247044)",,2022-10-24,0.028342979442742135,0.09043030358023113
"(10.505236887413638, 104.97146626247044)",,2022-10-25,0.08943812714682685,0.47601568698883057
"(10.505236887413638, 104.97146626247044)",,2022-11-05,0.03333145711157057,0.10806015920307901
"(10.505236887413638, 104.97146626247044)",,2022-11-06,0.04626809433102608,0.5273593895965152
"(10.505236887413638, 104.97146626247044)",,2022-11-17,0.01814660740395387,0.10968331744273503
"(10.505236887413638, 104.97146626247044)",,2022-11-18,0.11186430934402677,0.34384243852562374
"(10.505236887413638, 104.97146626247044)",,2022-11-29,0.02744436502042744,0.05687390019496282
"(10.505236887413638, 104.97146626247044)",,2022-11-30,0.06104888808396128,0.4053347077634599
"(10.505236887413638, 104.97146626247044)",,2022-12-11,0.015883721359488037,0.04849409663842784
"(10.505236887413638, 104.97146626247044)",,2022-12-12,0.07865230532156096,0.6924718055460188
"(10.505236887413638, 104.97146626247044)",,2022-12-23,0.022724043370948896,0.06633072967330615
"(10.505236887413638, 104.97146626247044)",,2022-12-24,0.0649780241979493,0.23952135029766294
"(10.19790566126568, 105.32022315786804)",,2021-01-02,0.019575647802816495,0.04021581220957968
"(10.19790566126568, 105.32022315786804)",,2021-01-03,0.021580454376008775,0.07294753111071056
"(10.19790566126568, 105.32022315786804)",,2021-01-08,0.025328077375888824,0.061811373051669866
"(10.19790566126568, 105.32022315786804)",,2021-01-14,0.029561135297020275,0.06158072625597318
"(10.19790566126568, 105.32022315786804)",,2021-01-15,0.027076413647996053,0.12432792865567738
"(10.19790566126568, 105.32022315786804)",,2021-01-20,0.017612809418804116,0.05404655428396331
"(10.19790566126568, 105.32022315786804)",,2021-01-26,0.017035465377072494,0.04141231170958943
"(10.19790566126568, 105.32022315786804)",,2021-01-27,0.0153350911827551,0.020745152193639014
"(10.19790566126568, 105.32022315786804)",,2021-02-01,0.019224864120284717,0.024381665305958852
"(10.19790566126568, 105.32022315786804)",,2021-02-07,0.036544289646877184,0.11925313538975185
"(10.19790566126568, 105.32022315786804)",,2021-02-08,0.02262438378400273,0.06596139901214176
"(10.19790566126568, 105.32022315786804)",,2021-02-13,0.027156929588980146,0.1504527363512251
"(10.19790566126568, 105.32022315786804)",,2021-02-19,0.02178018426315652,0.10301433751980464
"(10.19790566126568, 105.32022315786804)",,2021-02-20,0.030852975530756846,0.0802660985953278
"(10.19790566126568, 105.32022315786804)",,2021-02-25,0.025022747822933726,0.04381107414762179
"(10.19790566126568, 105.32022315786804)",,2021-03-03,0.01889954155517949,0.056829178084929786
"(10.19790566126568, 105.32022315786804)",,2021-03-04,0.04229415808286932,0.0427059820956654
"(10.19790566126568, 105.32022315786804)",,2021-03-09,0.05168422021799617,0.0948151366578208
"(10.19790566126568, 105.32022315786804)",,2021-03-15,0.07427577674388885,0.13147001879082787
"(10.19790566126568, 105.32022315786804)",,2021-03-16,0.07970741018652916,0.13965088625748953
"(10.19790566126568, 105.32022315786804)",,2021-03-21,0.03801432355410523,0.3035556243525611
"(10.19790566126568, 105.32022315786804)",,2021-03-27,0.03578730051716169,0.17578701012664372
"(10.19790566126568, 105.32022315786804)",,2021-03-28,0.030224794004526403,0.5059408843517303
"(10.19790566126568, 105.32022315786804)",,2021-04-02,0.009491355727530189,0.08363847227560149
"(10.19790566126568, 105.32022315786804)",,2021-04-08,0.008254465698781941,0.2988056143124898
"(10.19790566126568, 105.32022315786804)",,2021-04-09,0.005022815014753077,0.2389370020892885
"(10.19790566126568, 105.32022315786804)",,2021-04-14,0.011240271178798543,0.3471919215387768
"(10.19790566126568, 105.32022315786804)",,2021-04-20,0.019746957139836416,0.10118508007791308
"(10.19790566126568, 105.32022315786804)",,2021-04-21,0.030647334539228015,0.1025944815741645
"(10.19790566126568, 105.32022315786804)",,2021-04-26,0.016242483630776405,0.058450007604228124
"(10.19790566126568, 105.32022315786804)",,2021-05-02,0.020922536444332864,0.15438845256964365
"(10.19790566126568, 105.32022315786804)",,2021-05-03,0.01931031834748056,0.18902016679445902
"(10.19790566126568, 105.32022315786804)",,2021-05-08,0.021684485177199047,0.06867957611878713
"(10.19790566126568, 105.32022315786804)",,2021-05-14,0.018677437884940043,0.12376092622677486
"(10.19790566126568, 105.32022315786804)",,2021-05-15,0.025618491797811456,0.11327037049664392
"(10.19790566126568, 105.32022315786804)",,2021-05-20,0.01455658363799254,0.050440005544159144
"(10.19790566126568, 105.32022315786804)",,2021-05-26,0.0423917333698935,0.08998672953910297
"(10.19790566126568, 105.32022315786804)",,2021-05-27,0.029416028617156878,0.03797935963504844
"(10.19790566126568, 105.32022315786804)",,2021-06-01,0.046485954274733864,0.09083217258254687
"(10.19790566126568, 105.32022315786804)",,2021-06-07,0.046924515109923154,0.10797118975056542
"(10.19790566126568, 105.32022315786804)",,2021-06-08,0.023141447661651507,0.05994660365912649
"(10.19790566126568, 105.32022315786804)",,2021-06-13,0.02721386257972982,0.05827683086196581
"(10.19790566126568, 105.32022315786804)",,2021-06-19,0.01895097415480349,0.0988132581114769
"(10.19790566126568, 105.32022315786804)",,2021-06-20,0.030832190894418292,0.04127063064111604
"(10.19790566126568, 105.32022315786804)",,2021-06-25,0.07269152502218883,0.12702298743857277
"(10.19790566126568, 105.32022315786804)",,2021-07-01,0.012004735465678904,0.03169685188266966
"(10.19790566126568, 105.32022315786804)",,2021-07-02,0.024866223542226687,0.06712344661355019
"(10.19790566126568, 105.32022315786804)",,2021-07-07,0.011481817501286665,0.1313695948984888
"(10.19790566126568, 105.32022315786804)",,2021-07-13,0.0069044755720016025,0.019133832823071215
"(10.19790566126568, 105.32022315786804)",,2021-07-14,0.00994378988010188,0.02303377042214076
"(10.19790566126568, 105.32022315786804)",,2021-07-19,0.015348428549865881,0.1507469266653061
"(10.19790566126568, 105.32022315786804)",,2021-07-25,0.025819881508747738,0.4179712732632955
"(10.19790566126568, 105.32022315786804)",,2021-07-26,0.018619645283453994,0.3588370697365867
"(10.19790566126568, 105.32022315786804)",,2021-07-31,0.011687597259879112,0.2558223886622323
"(10.19790566126568, 105.32022315786804)",,2021-08-06,0.035449648482931986,0.14201660164528424
"(10.19790566126568, 105.32022315786804)",,2021-08-07,0.026809346344735887,0.2043236510621177
"(10.19790566126568, 105.32022315786804)",,2021-08-12,0.026113672595885064,0.11804567194647259
"(10.19790566126568, 105.32022315786804)",,2021-08-18,0.016973925340506766,0.28110522362920976
"(10.19790566126568, 105.32022315786804)",,2021-08-19,0.03584904265072611,0.2280382795466317
"(10.19790566126568, 105.32022315786804)",,2021-08-24,0.03285135701298714,0.07044704506794612
"(10.19790566126568, 105.32022315786804)",,2021-08-30,0.0281667434093025,0.07663364211718242
"(10.19790566126568, 105.32022315786804)",,2021-09-05,0.026618457916710112,0.08532129600644112
"(10.19790566126568, 105.32022315786804)",,2021-09-11,0.03643046298788653,0.12290801645980941
"(10.19790566126568, 105.32022315786804)",,2021-09-12,0.027721212038563356,0.053131046808428235
